"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Rudie_is_cos: #코스장터 #코스프레판매 
1.아스나 운디네ver 
우오샵작M사이즈 운포3.5
(가발(덤퀄)+의상+팔장식)
2.프리코네 콧코로 S사이즈
가발+의상(망토포함)+장식,장신구+신발(225)+무기 포함 올풀셋 운포11.0
3…",FALSE,0,NA,2022-06-10 20:29:57,FALSE,NA,"1535358630714781697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rudie_is_cos",2,TRUE,FALSE,NA,NA
"프리코네 한섭 천장 언제 200 됐지?
이젠 진짜 갓겜이네… 갓갓…",FALSE,0,NA,2022-06-10 18:09:00,FALSE,NA,"1535323160198803463",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_CanIcosmic",0,FALSE,FALSE,NA,NA
"하이제 프리코네만 드가면된ㄷ@",FALSE,0,NA,2022-06-10 17:55:25,FALSE,NA,"1535319740142743552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SongXaeGam",0,FALSE,FALSE,NA,NA
"(프리코네 정말 갓겜같다...)
(쥬얼수급도 잘되고....)
(용량만..좀..커서그렇지 ㅎㅎ;;) https://t.co/hUob7w7D9c",FALSE,4,NA,2022-06-10 14:27:38,FALSE,NA,"1535267449553113095",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blackcat7590",0,FALSE,FALSE,NA,NA
"RT @lolkain: 작혼 / 페그오 / 가디언 테일즈 / 프리코네 https://t.co/8wB6YdqMic",FALSE,0,NA,2022-06-10 14:13:16,FALSE,NA,"1535263834604113921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colakyu",2,TRUE,FALSE,NA,NA
"작혼 / 페그오 / 가디언 테일즈 / 프리코네 https://t.co/8wB6YdqMic",FALSE,0,"lolkain",2022-06-10 14:12:21,FALSE,"1535263415924838401","1535263602424582144","107058996","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","lolkain",2,FALSE,FALSE,NA,NA
"@s_NEGEV_s 프리코네 쿄우카 오시 게임 마스터",FALSE,1,"Happy_Hutao",2022-06-10 14:06:42,FALSE,"1535256349634076673","1535262180979142657","1240930950822768640","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Happy_Hutao",0,FALSE,FALSE,NA,NA
"RT @acetofa: 몬가 이상한 프리코네 가챠 https://t.co/8E12HOh68F",FALSE,0,NA,2022-06-10 14:03:25,FALSE,NA,"1535261353144893440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZENIXX397",3,TRUE,FALSE,NA,NA
"몬가 이상한 프리코네 가챠 https://t.co/8E12HOh68F",FALSE,3,NA,2022-06-10 13:55:37,FALSE,NA,"1535259393499213826",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","acetofa",3,FALSE,FALSE,NA,NA
"@MagicPowerjohns 프리코네처럼 한번만 손컨해서 별 3개 띄우고 스킵하면 되용",FALSE,0,"MagicPowerjohns",2022-06-10 05:36:54,FALSE,"1535133716485644289","1535133888108204034","912860537670660096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caersidi",0,FALSE,FALSE,NA,NA
"@KrComet 제가 블아를 안 해봐서 모르겠지만 프리코네 수준이에요 딱 ㅋㅋㅋ 욕심 안가지고 적당히 하면 괜찮은데 욕심 조금이라도 가지는순간 지옥의 가챠쑈...",FALSE,0,"KrComet",2022-06-10 04:53:10,FALSE,"1535122596353650688","1535122879872143360","4689073459","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bin_bash_shell",0,FALSE,FALSE,NA,NA
"프리코네 6성 피규어를 봤고 예감했다. 저건 사진처럼 이쁘게 나올 것이며 아래 파츠에 코코로를 낄 수 있는 홈은 랜덤으로 작거나 커서 제대로 끼워지지 않을 것이며, 하단 파츠는 이쁘게 생겼지만 쪼끔의 힘으로도 뽀각 날 것을.. (이전 피규어가 그랬음)",FALSE,0,NA,2022-06-10 04:25:53,FALSE,NA,"1535116014958280704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","keachel",0,FALSE,FALSE,NA,NA
"ㅅㅂ 학교인데 하는겜이 블루아카에 프리코네라 못켜고있어.. .",FALSE,0,NA,2022-06-10 03:08:20,FALSE,NA,"1535096498295169024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kyaa_AwA",0,FALSE,FALSE,NA,NA
"라스트오리진이 제대로 해외 시장을 노린다면 페그오, 뱅드림, 아이마스 시리즈, 러브라이브 시리즈, 프리코네 , 벽람 , 소녀전선 등등 유명 미소녀 게임 시리즈들이 바짝 긴장해야 할것입니다. #lastorigin #라스트오리진 #ラストオリジン",FALSE,0,NA,2022-06-09 23:00:17,FALSE,NA,"1535034072459714560",NA,"<a href=""http://botwt.kr"" rel=""nofollow"">봇트윗</a>","cutekato00",0,FALSE,FALSE,NA,NA
"프리코네 다음 가차 갱신 15시... 설마 쥰(쿠사) 나오는거 아니겠지........??",FALSE,0,NA,2022-06-09 17:34:22,FALSE,NA,"1534952053482565632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","pesky89",0,FALSE,FALSE,NA,NA
"오늘 시험 공부 빡세게하느라 프리코네도 페그오도 안했다",FALSE,0,NA,2022-06-09 14:43:01,FALSE,NA,"1534908933998989312",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","redmoon_promise",0,FALSE,FALSE,NA,NA
"@hetare012027 프리코네 비슷한 분재키우는 게임",FALSE,0,"hetare012027",2022-06-09 12:50:10,FALSE,"1534880263041187840","1534880533003370497","1428779468420640775","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_1Combo",0,FALSE,FALSE,NA,NA
"와 사마키 강화 겁나 장난 아닌가보넼ㅋㅋㅋㅋ 프리코네는 TP겜이다...",FALSE,0,NA,2022-06-09 12:21:32,FALSE,NA,"1534873325603655680",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","pesky89",0,FALSE,FALSE,NA,NA
"RT @Rudie_is_cos: #코스장터 #코스프레판매 
1.아스나 운디네ver 
우오샵작M사이즈 운포3.5
(가발(덤퀄)+의상+팔장식)
2.프리코네 콧코로 S사이즈
가발+의상(망토포함)+장식,장신구+신발(225)+무기 포함 올풀셋 운포11.0
3…",FALSE,0,NA,2022-06-09 09:31:51,FALSE,NA,"1534830624170987521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jnero_cosplay",2,TRUE,FALSE,NA,NA
"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 어떤 종류의 치킨을 제일 좋…
● 빌립 어겐 기대이상으로 나왔…
● 아직 프리코네하고 계신가요?
● 즐겨보는 유튜브 채널이나 스…
#질문상자… https://t.co/rAxgG2x9QE",FALSE,0,NA,2022-06-09 09:09:02,TRUE,NA,"1534824884693770241",NA,"<a href=""https://peing.net"" rel=""nofollow"">Peing</a>","midas850",0,FALSE,FALSE,NA,NA
"프리코네 키시군 호감이야",FALSE,0,NA,2022-06-09 08:38:14,FALSE,NA,"1534817133141426177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caisenmj",0,FALSE,FALSE,NA,NA
"27년 인생 게임 과금액

대략

로아 10만
던파 20만
롤 25만
메이플 10만
프리코네 20만
파판14 18만
스팀 10만
스위치 20만
블루아카 5만
프로세카 3만

=약 141만원

첫 게임을 중1… https://t.co/ivNmHvtzlh",FALSE,0,NA,2022-06-09 07:33:44,TRUE,NA,"1534800901201768448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dudgnswkd123",0,FALSE,FALSE,NA,NA
"난 굳이 프리코네 플레이하고 싶지 않은데 최애를 보려면 어쩔 수 없이 선택을 해야된다고",FALSE,0,NA,2022-06-09 07:08:38,FALSE,NA,"1534794584005353473",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mitsubarang",0,FALSE,FALSE,NA,NA
"살려주세요 최애가 프리코네에 갇혔어요",FALSE,0,NA,2022-06-09 07:08:16,FALSE,NA,"1534794491290234880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mitsubarang",0,FALSE,FALSE,NA,NA
"진짜 프리코네 주인공처럼 업혀지면서 존나 민폐덩어리에 정작 본인은 강해질 의지 하나도 없이 강한 애들 뒤에 업혀있기만 하는 그냥 무쓸모 쓰레기 플레이어 게임들 안좋아하는듯...",FALSE,0,NA,2022-06-09 06:39:28,FALSE,NA,"1534787244568940544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sasha_Braus",0,FALSE,FALSE,NA,NA
"내가 이래가지고 프리코네도 그만둠. 시발 주인공 새끼가 존나 애들한테 염치없이 존나... 아 그래서 로오히는 괜찮았음 주인공이 정상적으로 자기 능력 없는거 인정하고 그래도 최대한 활용해서 사람들 이끌어모으는… https://t.co/SQl8qv9YdD",FALSE,0,NA,2022-06-09 06:37:47,TRUE,NA,"1534786818943594496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sasha_Braus",0,FALSE,FALSE,NA,NA
"@ReAlNDHL 아 프리코네도 하는데 이건 게임이 아니에요",FALSE,0,"ReAlNDHL",2022-06-09 06:31:22,FALSE,"1534785010070196226","1534785206271414272","4671619982","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SmileHori",0,FALSE,FALSE,NA,NA
"라스트오리진이 제대로 해외 시장을 노린다면 페그오, 뱅드림, 아이마스 시리즈, 러브라이브 시리즈, 프리코네 , 벽람 , 소녀전선 등등 유명 미소녀 게임 시리즈들이 바짝 긴장해야 할것입니다. #lastorigin #라스트오리진 #ラストオリジン",FALSE,0,NA,2022-06-08 23:00:15,FALSE,NA,"1534671677497323520",NA,"<a href=""http://botwt.kr"" rel=""nofollow"">봇트윗</a>","cutekato00",0,FALSE,FALSE,NA,NA
"@be___yummy 네네!!!!!!!!! 그니까 100에 멈추면 없어지는것이..😢😢 글게요 프리코네정도만 되어도 괜찮은데 100은 너무 금방이에요!!! ㅌㅋㅋㅋ ㅋㅋㅋ ㅜㅜ",FALSE,0,"be___yummy",2022-06-08 21:36:19,FALSE,"1534548691973214208","1534650554844172290","1239537864758579204","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prsk_cc",0,FALSE,FALSE,NA,NA
"사실 프리코네와 소전과 라오와 명빵과 블루아카가 하나로 이어지는 세계관이었다면 어땠을까

어릴 때 프리코네의 키시쿤이었다가 커서 소전의 시키칸으로 취업하고
그 뒤에 인류가 멸망해서 라오 세계관으로 이어진 뒤… https://t.co/C8j1xLgYWY",FALSE,0,NA,2022-06-08 19:09:06,TRUE,NA,"1534613506875867136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Entry_desuyo",0,FALSE,FALSE,NA,NA
"@nyaa_0403 ㅋ
ㅋㅋ
ㅋ
프리코네는 뭐지... 트위스티드 원더랜드(이하 트위스테, 트이스테) 라는 겜이에요 ㅋㅋ ㅋㅋㅋ ㄷ1즈ㄴ1 빌런 소재 고교 어쩌고 물... 남캐 잔뜩 나오는..",FALSE,0,"nyaa_0403",2022-06-08 17:50:51,FALSE,"1534593198676676608","1534593812936335360","1510287245231951874","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TMM_ID_",0,FALSE,FALSE,NA,NA
"IM@S Heardle #72

🔊🟩⬜️⬜️⬜️⬜️⬜️

#IMASDLE #idolmaster

https://t.co/bxJBC14vKp

전설의 프리코네 갤에서의 나에게 힘을 주는 노래의 그 그룹 노래 ㅋㅋㅋㅋㅋㅋㅋ",FALSE,0,NA,2022-06-08 16:48:26,FALSE,NA,"1534578108463886336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Armorgirllover",0,FALSE,FALSE,NA,NA
"프리코네나 다시깔아야지...",FALSE,0,NA,2022-06-08 16:44:58,FALSE,NA,"1534577232919687168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dummy_D4TA",0,FALSE,FALSE,NA,NA
"프리코네 시즈루 6성 달성 https://t.co/L6uDTPhFgM",FALSE,0,NA,2022-06-08 16:11:54,FALSE,NA,"1534568913539051521",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Game_Ing_f",0,FALSE,FALSE,NA,NA
"그블/프리코네/섀버/말딸 일판 하는 트친 분 중 링메 혜택 필요하신 분 있으시다면 연락 주세용
월 2만원 정도 받는 선에서 링메 연동 시켜드릴까 생각 중이라",FALSE,0,NA,2022-06-08 15:36:08,FALSE,NA,"1534559913015640064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swlee0531",0,FALSE,FALSE,NA,NA
"프리코네 이번 이벤트는 캠핑이라고 브금이 정말 유루캠풍 음악이라서 들을때마다 놀라는중",FALSE,0,NA,2022-06-08 15:28:04,FALSE,NA,"1534557880803725312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Belserious",0,FALSE,FALSE,NA,NA
"아니 뭐야 프리코네 끝말잇기2가 생겼었네",FALSE,0,NA,2022-06-08 15:24:25,FALSE,NA,"1534556962540892160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lechat83",0,FALSE,FALSE,NA,NA
"프리코네 하니까 갑자기 다시 들어가고싶네 해볼까",FALSE,0,NA,2022-06-08 14:52:54,FALSE,NA,"1534549031791493120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","miracle_toki_",0,FALSE,FALSE,NA,NA
"@prsk_cc 랭업하면 충전해주지않나요??!!
저 그래서 엄청 렙업햇엇는데!!!!
흑흑 생각해보니 프리코네도 랭크상한이 잇네요 저는 앙스타에 길들여져잇다보니 새삼 어색한ㅋㅋㅜㅜ",FALSE,0,"prsk_cc",2022-06-08 14:51:33,FALSE,"1534541297549455360","1534548691973214208","1405425210002612232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","be___yummy",0,FALSE,FALSE,NA,NA
"@Cos_setsu_ 나 프리코네 코스 처음 봤어 :0",FALSE,0,"Cos_setsu_",2022-06-08 14:50:25,FALSE,"1534546170923872256","1534548405472866305","1519940164612915201","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShineNeria",0,FALSE,FALSE,NA,NA
"19 20년을 버티게 해준 3가지 1프리코네 2파판 3군것질",FALSE,1,NA,2022-06-08 14:47:24,FALSE,NA,"1534547647389831169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miracle_toki_",0,FALSE,FALSE,NA,NA
"@G_AGAMI 오늘이 베리하드 2배인가 3배주는 이벤트 막날이니까
6성캐릭 안만드신거 있음 다 도시면 될덧

어차피 프리코네는 분재겜이라 익숙해지면 하루 10분 이내로 정리 가능!",FALSE,0,"G_AGAMI",2022-06-08 14:43:38,FALSE,"1534546149452812288","1534546702291845121","1286832213447675904","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xowhdhkd",0,FALSE,FALSE,NA,NA
"프리코네 스즈나 수영복, , , 🫣
원래 바닷가에서 촬영예정이었는데 사진사분이 펑크냄 ㅜ 
집코라두 해보기,, https://t.co/QvkL6omtHf",FALSE,11,NA,2022-06-08 14:41:32,FALSE,NA,"1534546170923872256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cos_setsu_",0,FALSE,FALSE,NA,NA
"프리코네 복귀뉴비 질문드립니다

아래 이미지에서 키우면 좋은 캐릭터 알려주실수 있는분 구합니다 ㅠㅠ

사진 계속 https://t.co/BL01YqcMxt",FALSE,1,NA,2022-06-08 14:33:33,FALSE,NA,"1534544162409705472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","G_AGAMI",0,FALSE,FALSE,NA,NA
"2~3년전만 해도 영원할거같았는데 프리코네의 급락이라던지 순식간에 뜨고지는 컨텐츠 사이에서 진짜 조금씩 잠기는 느낌인데 공식은 ODD나 팔고 있고 요즘 기분 진짜 복잡함",FALSE,0,NA,2022-06-08 14:31:52,FALSE,NA,"1534543737904574464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cloveranim",0,FALSE,FALSE,NA,NA
"오늘로 프리코네 아야네 6성이다 https://t.co/LG1xj100Lx",FALSE,3,NA,2022-06-08 14:22:03,FALSE,NA,"1534541269837684736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ahn3607",0,FALSE,FALSE,NA,NA
"이번달자 프리코네 https://t.co/V7YD4VfU3Z",FALSE,0,NA,2022-06-08 14:15:45,FALSE,NA,"1534539681496731648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hope_by_joke",0,FALSE,FALSE,NA,NA
"헉 iOS 16 베타에서 프리코네 안 됨 ㅋㅋ 똥망",FALSE,0,NA,2022-06-08 13:45:02,FALSE,NA,"1534531953663176704",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","creaturess",0,FALSE,FALSE,NA,NA
"@nichi_72 프리코네, 원신이요~",FALSE,0,"nichi_72",2022-06-08 12:17:20,FALSE,"1534508593243824130","1534509880949997568","710280660","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GameDevLeone",0,FALSE,FALSE,NA,NA
"@meom_S2 프리코네 ㅋㅋㅋㅋ 그렇긴하네",FALSE,0,"meom_S2",2022-06-08 10:27:59,FALSE,"1534482227202908160","1534482362981318663","1526165842274054144","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArtoriaAru",0,FALSE,FALSE,NA,NA
"@GBF_fooree 약간 프리코네 육성 방식이랑 비슷해서 초반에는 육성이 빡셀 거예요... 혹시 편성에 고민 생기시면 성능만 보고 사는 제가 도와드리겠습니다....
이벤트 상자는 열어서 스타젬 먹는건 너무… https://t.co/jTQjBvCTEg",FALSE,1,"GBF_fooree",2022-06-08 10:04:24,TRUE,"1534473463867781120","1534476428665757698","917762716428677120","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chung2san",0,FALSE,FALSE,NA,NA
"RT @creaturess: [단편] 프리코네) 캬루 유니버스 https://t.co/5piZ1Uxf8o",FALSE,0,NA,2022-06-08 07:52:46,FALSE,NA,"1534443301847597056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","k_krone95",3,TRUE,FALSE,NA,NA
"캬루면 프리코네하나...",FALSE,0,NA,2022-06-08 07:07:17,FALSE,NA,"1534431854324879360",NA,"<a href=""https://github.com/TwidereProject"" rel=""nofollow"">Twidere for Android</a>","quamarine_game",0,FALSE,FALSE,NA,NA
"프리코네 하고 싶다... 아직까지도 어디를 가도 그만큼의 사랑을 느끼지 못하고",FALSE,0,NA,2022-06-08 05:52:06,FALSE,NA,"1534412934029357056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rahanies4",0,FALSE,FALSE,NA,NA
"@popin_star 나도 프리코네 왕꿈틀이단 이후로 지인길드에서 겜해본적이없어서 그립긴하다 ㅋㅋㅋ",FALSE,0,"popin_star",2022-06-08 03:46:43,FALSE,"1534379755856076800","1534381382255910914","4280446873","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MagicPowerjohns",0,FALSE,FALSE,NA,NA
"홍대 애니메이트 구경왔는데 프리코네 굿즈 코너는 사라진듯 😓

그리고 우마무스메 굿즈도 없어서 아쉬운..😩

5등분의 신부 굿즈는 극장판의 영향인지 많네요~ 😁 https://t.co/ErYkGKRudM",FALSE,0,NA,2022-06-08 03:45:29,FALSE,NA,"1534381072158363648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShinGamja",0,FALSE,FALSE,NA,NA
"@lanyaaaaranya 오!! 그건진짜좋네요 프리코네에서 클랜전때 서로기분상하는걸 많이봐서... 뉴비복지용서클같은거 있으면좋겠네요 흑흑",FALSE,0,"lanyaaaaranya",2022-06-08 03:34:31,FALSE,"1534378086938333184","1534378309848428545","1484111034801885184","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MagicPowerjohns",0,FALSE,FALSE,NA,NA
"@popin_star ㅇㅋ땡스~~~~이거 피스도 프리코네랑 좀 비슷한시스템같네",FALSE,0,"popin_star",2022-06-08 03:27:09,FALSE,"1534372393304502272","1534376458025635840","4280446873","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MagicPowerjohns",0,FALSE,FALSE,NA,NA
"어오늘프리코네무료연소멸?",FALSE,0,NA,2022-06-08 03:14:04,FALSE,NA,"1534373165983735810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Traumerei_17",0,FALSE,FALSE,NA,NA
