"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @110110_kki: 나 어릴 때 그림 연습 그걸로함
앙스타뱅드림방법

남캐 잘그리고싶으면 앙스타 일러 내그림체로 그리기 200번
여캐 잘그리고싶으면 뱅드림 일러 내그림체로 그리기 200번

그래서 진짜 했냐고 물어보신다면
둘다 합쳐서 13번…",FALSE,0,NA,2022-06-11 01:20:01,FALSE,NA,"1535431627144187904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Liiv_LOH",4436,TRUE,FALSE,NA,NA
"#뱅드림장터
뱅드림 슈발츠 일괄 0.4에 양도합니다!
미사키 슈발츠는 홀로그램입니다!

헬로해피 미셸 카논 타에 이브 바이스 슈발츠 뱅가드 아크릴 굿즈 뱃지 별뱃지 레어 팝핀파 파스파레 위고 홀리데이 특전… https://t.co/w2Gb2TvC2m",FALSE,0,NA,2022-06-11 01:15:28,TRUE,NA,"1535430481533054976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nayuta_plz",1,FALSE,FALSE,NA,NA
"RT @Roselia2023: [뱅드림 일일카페 수요조사]

주인님들을 모실, 인수 메이드 로젤리아!
궁금하지 않으신가요? 특별히 대접해 드릴게요

·:*¨༺  어서오세요★주인님!   ༻¨*:·

2023년 봄에 계최예정! 한타임 진행!

손님으로…",FALSE,0,NA,2022-06-11 01:14:11,FALSE,NA,"1535430159150772224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pongpong_0522",161,TRUE,FALSE,NA,NA
"RT @geolaeg35625008: 뱅드림 앱글 슈발츠 15장 일괄 1.0에 판매합니다 왼쪽 네 장은 홀로그램이고 애니메이트 특전 모카 스티커도 같이 드려요

애프터글로우 미타케 란 아오바 모가 우다가와 토모에 우에하라 히마리 하자와 츠구미 아크릴…",FALSE,0,NA,2022-06-11 01:13:29,FALSE,NA,"1535429983405064192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BANGdream1_RT",6,TRUE,FALSE,NA,NA
"RT @geolaeg35625008: 뱅드림 포핀파 슈발츠 뱅가드 22장 일괄 1.2에 판매합니다 애니메이트 월드페어 특전 플라워 카스미 포함이에요

토야마 카스미 야마부키 사아야 이치가야 아리사 우시고메 리미 하나조노 타에 포피파 포핀파티 포카 앨…",FALSE,0,NA,2022-06-11 01:13:26,FALSE,NA,"1535429970083733505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BANGdream1_RT",6,TRUE,FALSE,NA,NA
"RT @geolaeg35625008: 뱅드림 마루야마 아야 위주 캔뱃지 판매합니다! 
일괄 4.5 
개별로 구매하실 때는 아야 1개+다른멤버 뱃지 1개 데려가셔야 해용 이브는 아크릴 스티커예용

파스파레 우다가와 아코 붉은날개 위고 토야마 카스미 필…",FALSE,0,NA,2022-06-11 01:13:22,FALSE,NA,"1535429954120192000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BANGdream1_RT",6,TRUE,FALSE,NA,NA
"RT @eidufj23: 뱅드림 헬로해피 헬햎 세타 카오루 포토카드 백스테 스티커 판매 양도합니다! 백스테 스티커 0.4 포카 개당 1.2고 전체 일괄시 반택비 빼드려요 편하게 디엠 주세요! https://t.co/FAZ7JdVRvt",FALSE,0,NA,2022-06-11 01:13:07,FALSE,NA,"1535429891075604480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BANGdream1_RT",6,TRUE,FALSE,NA,NA
"#러브라이브_천사님
#러브라이브_개인봇
#프로세카_천사님
#프로세카_개인봇
#지하군_천사님
#지하군_개인봇
#뱅드림_천사님
#뱅드림_개인봇
러브라이브 천사님
러브라이브 개인봇
프로세카 천사님
프로세카 개인봇… https://t.co/Ix4lBupkQK",FALSE,0,"1F_88k",2022-06-11 01:13:03,TRUE,"1535159368961777665","1535429873048510464","1535157770420228096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1F_88k",0,FALSE,FALSE,NA,NA
"RT @upoo0O: 뱅드림 파스파레 마루야마 아야 - 봄을 고하다 🎶 (자막 O)

#バンドリ #Pastel_Palettes #丸山彩 #春を告げる https://t.co/X28lMIdDyq",FALSE,0,NA,2022-06-11 01:09:43,FALSE,NA,"1535429034686918656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roselia_daisuki",19,TRUE,FALSE,NA,NA
"뱅드림.....접을까 싶다",FALSE,1,NA,2022-06-11 01:06:47,FALSE,NA,"1535428296095125505",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kkogi0842",0,FALSE,FALSE,NA,NA
"RT @110110_kki: 나 어릴 때 그림 연습 그걸로함
앙스타뱅드림방법

남캐 잘그리고싶으면 앙스타 일러 내그림체로 그리기 200번
여캐 잘그리고싶으면 뱅드림 일러 내그림체로 그리기 200번

그래서 진짜 했냐고 물어보신다면
둘다 합쳐서 13번…",FALSE,0,NA,2022-06-11 01:05:42,FALSE,NA,"1535428025180753921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tg7aR_van",4436,TRUE,FALSE,NA,NA
"@RubyAya_ovo 뱅드림 아야코스는 안하는 걸려나요? 7월 서코때 볼수 있으면 보고 싶은데 ...",FALSE,1,"RubyAya_ovo",2022-06-11 01:04:23,FALSE,"1535316706855223302","1535427690765090816","888769134","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gun7356",0,FALSE,FALSE,NA,NA
"#비계팅
투디일상계에용#
프세카 뱅드림 하실분환영!! @ocunie",FALSE,0,NA,2022-06-11 01:03:57,FALSE,NA,"1535427581863817216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ixxopw",0,FALSE,FALSE,NA,NA
"RT @nocturnal_days: 팔리면 rt 추첨 덕자 5만원 드려요

뱅드림 일도리 은퇴계 양도 판매합니다

찐완❕햎피파 쿨로하피 

완덱❕퓨젤 퓨니카 햎글 

4파츠❕쿨피파 불스파레 쿨글 

3파츠 ❕불글 퓨글 불피파 쿨젤 퓨로하피 햎로하피…",FALSE,0,NA,2022-06-11 01:01:37,FALSE,NA,"1535426995609141248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lime81170",15,TRUE,FALSE,NA,NA
"저 사실 게임 잘 안 해요.
하는 게임이
앙스타 프로세카 뱅드림
이 3개 밖에 없어...",FALSE,2,NA,2022-06-11 00:58:27,FALSE,NA,"1535426198805053440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luv_y_567",0,FALSE,FALSE,NA,NA
"뱅드림 아오바 모카 2022 5주년 아크릴 스탠드 공구 양도 합니다! 배송지 변경으로 1차금+해배비+국배비 포함 1.9에 양도해요! https://t.co/QJBs4wRWa7",FALSE,0,NA,2022-06-11 00:58:12,FALSE,NA,"1535426137597153280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xnxz_oo",1,FALSE,FALSE,NA,NA
"뱅드림 죽어도 못 버려 리사 사랑해 리사 사랑해 유키나랑 동거에 결혼에 혼인신고서도 작성하자ㅠㅠ https://t.co/BDVus0FqYJ",FALSE,11,NA,2022-06-11 00:48:18,FALSE,NA,"1535423643773063168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Narin_0723",0,FALSE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-11 00:46:59,FALSE,NA,"1535423312720891904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_K__T__H____",60,TRUE,FALSE,NA,NA
"RT @110110_kki: 나 어릴 때 그림 연습 그걸로함
앙스타뱅드림방법

남캐 잘그리고싶으면 앙스타 일러 내그림체로 그리기 200번
여캐 잘그리고싶으면 뱅드림 일러 내그림체로 그리기 200번

그래서 진짜 했냐고 물어보신다면
둘다 합쳐서 13번…",FALSE,0,NA,2022-06-11 00:39:19,FALSE,NA,"1535421386151251968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gulch1027",4436,TRUE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-11 00:39:12,FALSE,NA,"1535421354429755392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joonior__93",60,TRUE,FALSE,NA,NA
"RT @gonggugeorae: 뱅드림 애프터글로우 아오바 모카 미타케 란 모카란 굿즈 여러 개 판매합니다 사진 속 조건 보시고 맞게 디엠 주세요 다수 거래 우대합니다 여러 개 사시면 반택비 빼 드려요 https://t.co/uG76YZ49T6",FALSE,0,NA,2022-06-11 00:38:22,FALSE,NA,"1535421146161717249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mokawail",10,TRUE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-11 00:36:30,FALSE,NA,"1535420676583981056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GN_Bear_TY",60,TRUE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-11 00:33:18,FALSE,NA,"1535419868475887617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EON_SD",60,TRUE,FALSE,NA,NA
"RT @A_risa_ovo: #뱅드림트친소 #뱅드림_트친소

아리사 조아하고 잇는 08이에요!

굿즈 소소하게 모으고 있고 게임도 하고 잇어요. 친해지면 같이 뱅드림 해요! 저랑 도모닷치 하실래요? 🥺💗

잘 맞는 분만 무멘팔로 찾아갈게요!
맞괄 꼬…",FALSE,0,NA,2022-06-11 00:33:08,FALSE,NA,"1535419829208829952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sol_balul",16,TRUE,FALSE,NA,NA
"나 뱅드림 계정 날림ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 하 안돼 내 갸루리사ㅠㅠㅠㅠ",FALSE,1,NA,2022-06-11 00:31:27,FALSE,NA,"1535419405047238656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ilovhate_u",0,FALSE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-11 00:29:39,FALSE,NA,"1535418951567839232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","code_kunster",60,TRUE,FALSE,NA,NA
"#드친소 💚❤️💛❤️
뱅드림 장르 연인드림 중심으로 다드림 하고 있습니다! 장르에 상관 없이, 같이 즐겁게 드림 이야기 하실 분 찾고 있어요😊 흔적 남겨주시면 천천히 찾아갈게요! https://t.co/bSMgc32dZb",FALSE,3,NA,2022-06-11 00:29:24,FALSE,NA,"1535418889475334144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","V_ro_or_V",0,FALSE,FALSE,NA,NA
"""GOOD에서도 콤보가 안 깨지니까"" 아이돌의 모든 것을 더 신나게 즐겨 보세요. 왜 이런 얘기를 하냐면 뱅드림 프로세카는 굿에서도 콤보가 깨지거든요. https://t.co/ERamsfCgXj",FALSE,0,NA,2022-06-11 00:28:23,FALSE,NA,"1535418635069849600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nephy1504",0,FALSE,FALSE,NA,NA
"뱅드림 이브 란 슈발츠 카드 일괄 0.3에 양도합니다
준미포 가격입니다

반택만 가능해요! 🥺 https://t.co/lgGTIVlGAc",FALSE,0,NA,2022-06-11 00:23:15,FALSE,NA,"1535417340103630848",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sorryforlatter",1,FALSE,FALSE,NA,NA
"RT @A_risa_ovo: #뱅드림트친소 #뱅드림_트친소

아리사 조아하고 잇는 08이에요!

굿즈 소소하게 모으고 있고 게임도 하고 잇어요. 친해지면 같이 뱅드림 해요! 저랑 도모닷치 하실래요? 🥺💗

잘 맞는 분만 무멘팔로 찾아갈게요!
맞괄 꼬…",FALSE,0,NA,2022-06-11 00:21:05,FALSE,NA,"1535416795838173184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lire_dream",16,TRUE,FALSE,NA,NA
"RT @A_risa_ovo: #뱅드림트친소 #뱅드림_트친소

아리사 조아하고 잇는 08이에요!

굿즈 소소하게 모으고 있고 게임도 하고 잇어요. 친해지면 같이 뱅드림 해요! 저랑 도모닷치 하실래요? 🥺💗

잘 맞는 분만 무멘팔로 찾아갈게요!
맞괄 꼬…",FALSE,0,NA,2022-06-11 00:17:37,FALSE,NA,"1535415923141533696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sueun09677111",16,TRUE,FALSE,NA,NA
"@W00BiN_4U 뱅드림~~",FALSE,1,"W00BiN_4U",2022-06-11 00:07:16,FALSE,"1535398629430525952","1535413318613028866","1533081493685252096","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marion11_25",0,FALSE,FALSE,NA,NA
"RT @official_AIZU: 안녕하세요!

저희는 合図(아이즈)라고 하는 애니송 커버 밴드입니다!

이번에 8월13일 토요일! 부산대 무몽크에서 뱅드림 커버 공연을 준비하고 있으며 홍보를 위하여 저희 합주 영상을 준비해왔습니다!

👇풀영상이 궁…",FALSE,0,NA,2022-06-10 23:53:14,FALSE,NA,"1535409786258604032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viva_cos",25,TRUE,FALSE,NA,NA
"RT @A_risa_ovo: #뱅드림트친소 #뱅드림_트친소

아리사 조아하고 잇는 08이에요!

굿즈 소소하게 모으고 있고 게임도 하고 잇어요. 친해지면 같이 뱅드림 해요! 저랑 도모닷치 하실래요? 🥺💗

잘 맞는 분만 무멘팔로 찾아갈게요!
맞괄 꼬…",FALSE,0,NA,2022-06-10 23:47:31,FALSE,NA,"1535408347536830464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chang_he1",16,TRUE,FALSE,NA,NA
"RT @IloveWChara: 378. 뱅드림! 걸즈 밴드 파티! - 미타케 란

Afterglow라는 밴드의 기타와 보컬을 담당하고 있다고 합니다! 차가워 보이지만 친구들을 아끼는 마음씨 좋은 친구라고 해요. 단 음식을 싫어한다고 하네요 https…",FALSE,0,NA,2022-06-10 23:42:21,FALSE,NA,"1535407048522747905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spl_daabin",33,TRUE,FALSE,NA,NA
"뱅드림 일도리 퓨라스 찐완덱 계정 판매 5.2

- 0.6만돌
- 50곡 미만 진행
- 도리벤 수영복 의상 포보까지 올클
- 할로윈 롯카 카스미 보유
- 도리벤 칭호 핀즈 올클 보유

즉입 가능하실 때 연락… https://t.co/kIcGlXvZTO",FALSE,0,NA,2022-06-10 23:35:47,TRUE,NA,"1535405397355352066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VwRNZ",2,FALSE,FALSE,NA,NA
"RT @110110_kki: 나 어릴 때 그림 연습 그걸로함
앙스타뱅드림방법

남캐 잘그리고싶으면 앙스타 일러 내그림체로 그리기 200번
여캐 잘그리고싶으면 뱅드림 일러 내그림체로 그리기 200번

그래서 진짜 했냐고 물어보신다면
둘다 합쳐서 13번…",FALSE,0,NA,2022-06-10 23:27:41,FALSE,NA,"1535403358101831680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d_an_________",4436,TRUE,FALSE,NA,NA
"RT @A_risa_ovo: #뱅드림트친소 #뱅드림_트친소

아리사 조아하고 잇는 08이에요!

굿즈 소소하게 모으고 있고 게임도 하고 잇어요. 친해지면 같이 뱅드림 해요! 저랑 도모닷치 하실래요? 🥺💗

잘 맞는 분만 무멘팔로 찾아갈게요!
맞괄 꼬…",FALSE,0,NA,2022-06-10 23:20:36,FALSE,NA,"1535401574335295488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Toyam714",16,TRUE,FALSE,NA,NA
"RT @bang_prsk_dpf: 뱅드림 일도리 한정 페스 돌계 계정 판매 양도

쿨스파레 투페스 4한정 +5만돌
즉입 2.0에 판매합니다
스토리 미열람 https://t.co/BAnIr1wHHT",FALSE,0,NA,2022-06-10 23:17:31,FALSE,NA,"1535400797374058496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prsk_bang_RTB",3,TRUE,FALSE,NA,NA
"RT @A_risa_ovo: #뱅드림트친소 #뱅드림_트친소

아리사 조아하고 잇는 08이에요!

굿즈 소소하게 모으고 있고 게임도 하고 잇어요. 친해지면 같이 뱅드림 해요! 저랑 도모닷치 하실래요? 🥺💗

잘 맞는 분만 무멘팔로 찾아갈게요!
맞괄 꼬…",FALSE,0,NA,2022-06-10 23:17:26,FALSE,NA,"1535400777975418880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jian09_lovebd",16,TRUE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-10 23:15:02,FALSE,NA,"1535400172720558080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chow1135",60,TRUE,FALSE,NA,NA
"#뱅드림장터
뱅드림 라스 굿즈 다수 판매합니다!

뱅드림굿즈판매양도공구소분구매삽니다매입파레오캔뱃지마스킹사토마스키부쿠부스트랩레이야와카나레이포토카드포카쿠션지류아크릴멀티클리너성우라이브티켓키링무드등기타피크4주년 https://t.co/pgUEa8Ku9t",FALSE,0,NA,2022-06-10 23:05:24,FALSE,NA,"1535397747678797824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LESBIAN_oO",1,FALSE,FALSE,NA,NA
"RT @mosbear20s: 사퍼, 뱅드림 본진인 26G입니다
서울, 인천에 주로 출몰합니다.
뭔가 낮익으면 트친 츄라이 츄라이
흔적 남겨주세요 #ㅌㅊㅅ https://t.co/ndlVf6Cedp",FALSE,0,NA,2022-06-10 23:05:08,FALSE,NA,"1535397683770191873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hippofit__2",60,TRUE,FALSE,NA,NA
"반도리 일도리 뱅드림 한정 페스 돌계 판매 대행

5주년 드림페스 포함

계정 사진 타래 확인, 구매 문의는 사진 혹은 번호와 함께 DM으로 연락 주시기 바랍니다.

@_bangdream_rt… https://t.co/MitAcca37Y",FALSE,0,NA,2022-06-10 23:04:13,TRUE,NA,"1535397452705955841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Po8Or9",8,FALSE,FALSE,NA,NA
"RT @JGoods_DJ: 🌟 뱅드림 !

👉🏻 아크릴 스탠드 6종 입고

🔸 모카 / 토모에 / 란
🔹 타에
🔸 아야 / 히나

#대전굿즈샵
#제이굿즈 #반도리 https://t.co/o5FQuv7C1o",FALSE,0,NA,2022-06-10 22:57:39,FALSE,NA,"1535395798908735488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Heuchelei_",7,TRUE,FALSE,NA,NA
